9,2,03:50:41
9,2,03:50:41
9,2,03:50:41
8,2,03:50:41
8,2,03:50:41
9,2,03:50:41
9,2,03:50:41
9,2,03:50:41
9,2,03:50:41
9,2,03:50:41
8,2,03:50:41
9,2,03:50:41
9,2,03:50:41
9,2,03:50:41
8,0,03:50:41
9,0,03:50:41
9,0,03:50:42
10,0,03:50:42
9,0,03:50:42
10,0,03:50:42
10,0,03:50:42
10,0,03:50:42
10,0,03:50:42
10,0,03:50:42
9,0,03:50:42
9,0,03:50:42
9,0,03:50:42
9,0,03:50:42
9,0,03:50:42
9,0,03:50:42
10,2,03:50:43
11,3,03:50:43
9,3,03:50:43
9,3,03:50:43
10,3,03:50:43
11,3,03:50:43
10,3,03:50:43
10,0,03:50:43
9,0,03:50:43
9,0,03:50:43
9,0,03:50:43
9,0,03:50:43
10,0,03:50:43
9,0,03:50:43
11,0,03:50:44
11,0,03:50:44
11,0,03:50:44
10,0,03:50:44
10,2,03:50:44
10,3,03:50:44
9,3,03:50:44
10,3,03:50:44
12,3,03:50:44
11,3,03:50:44
12,3,03:50:44
11,3,03:50:44
11,2,03:50:44
11,2,03:50:44
12,2,03:50:44
13,2,03:50:44
14,2,03:50:45
10,0,03:50:45
11,2,03:50:45
11,2,03:50:45
11,2,03:50:45
12,2,03:50:45
12,2,03:50:45
12,2,03:50:45
13,2,03:50:45
11,0,03:50:45
11,0,03:50:45
11,2,03:50:45
12,2,03:50:45
11,0,03:50:45
12,2,03:50:45
12,2,03:50:46
12,2,03:50:46
13,2,03:50:46
12,2,03:50:46
11,2,03:50:46
10,0,03:50:46
11,0,03:50:46
10,0,03:50:46
11,0,03:50:46
11,2,03:50:46
10,2,03:50:46
9,2,03:50:48
9,2,03:50:48
9,2,03:50:48
8,2,03:50:48
8,2,03:50:48
9,2,03:50:48
9,2,03:50:48
9,2,03:50:48
9,2,03:50:48
9,2,03:50:48
8,2,03:50:48
9,2,03:50:48
9,2,03:50:48
9,2,03:50:49
8,0,03:50:49
9,0,03:50:49
9,0,03:50:49
10,0,03:50:49
9,0,03:50:49
10,0,03:50:49
10,0,03:50:49
10,0,03:50:49
10,0,03:50:49
10,0,03:50:49
9,0,03:50:49
9,0,03:50:49
9,0,03:50:49
9,0,03:50:50
9,0,03:50:50
9,0,03:50:50
10,2,03:50:50
11,3,03:50:50
9,3,03:50:50
9,3,03:50:50
10,3,03:50:50
11,3,03:50:50
10,3,03:50:50
10,0,03:50:50
9,0,03:50:50
9,0,03:50:50
9,0,03:50:50
9,0,03:50:50
10,0,03:50:50
9,0,03:50:51
11,0,03:50:51
11,0,03:50:51
11,0,03:50:51
10,0,03:50:51
10,2,03:50:51
10,3,03:50:51
9,3,03:50:51
10,3,03:50:51
12,3,03:50:51
11,3,03:50:51
12,3,03:50:51
11,3,03:50:51
11,2,03:50:51
11,2,03:50:51
12,2,03:50:52
13,2,03:50:52
14,2,03:50:52
10,0,03:50:52
11,2,03:50:52
11,2,03:50:52
11,2,03:50:52
12,2,03:50:52
12,2,03:50:52
12,2,03:50:52
13,2,03:50:52
11,0,03:50:52
11,0,03:50:52
11,2,03:50:52
12,2,03:50:52
11,0,03:50:53
12,2,03:50:53
12,2,03:50:53
12,2,03:50:53
13,2,03:50:53
12,2,03:50:53
11,2,03:50:53
10,0,03:50:53
11,0,03:50:53
10,0,03:50:53
11,0,03:50:53
11,2,03:50:53
10,2,03:50:53
10,2,03:50:53
10,2,03:50:54
8,0,03:50:54
12,0,03:50:54
14,2,03:50:54
11,0,03:50:54
11,0,03:50:54
12,2,03:50:54
12,2,03:50:54
12,2,03:50:54
12,2,03:50:54
11,2,03:50:54
11,2,03:50:54
12,2,03:50:54
13,2,03:50:54
14,4,03:50:54
15,4,03:50:55
15,2,03:50:55
14,0,03:50:55
14,4,03:50:55
14,4,03:50:55
14,2,03:50:55
13,4,03:50:55
11,0,03:50:55
13,2,03:50:55
12,2,03:50:55
13,4,03:50:55
13,4,03:50:55
13,4,03:50:55
12,4,03:50:55
